title,session,authors,affiliations,pdf_url
Pix2NeRF: Unsupervised Conditional p-GAN for Single Image to Neural Radiance Fields Translation,3D From Single Images,"['Shengqu Cai', 'Anton Obukhov']",['ETHZ'],https://openaccess.thecvf.com/content/CVPR2022/papers/Cai_Pix2NeRF_Unsupervised_Conditional_p-GAN_for_Single_Image_to_Neural_Radiance_CVPR_2022_paper.pdf
"Pre-Train, Self-Train, Distill: A Simple Recipe for Supersizing 3D Reconstruction",3D From Single Images,"['Kalyan Vasudev Alwala', 'Abhinav Gupta']",['Meta'],https://openaccess.thecvf.com/content/CVPR2022/papers/Alwala_Pre-Train_Self-Train_Distill_A_Simple_Recipe_for_Supersizing_3D_Reconstruction_CVPR_2022_paper.pdf
PUMP: Pyramidal and Uniqueness Matching Priors for Unsupervised Learning of Local Descriptors,3D From Single Images,"['J\\u00e9rome Revaud', 'Vincent Leroy']",['NAVER'],https://openaccess.thecvf.com/content/CVPR2022/papers/Revaud_PUMP_Pyramidal_and_Uniqueness_Matching_Priors_for_Unsupervised_Learning_of_CVPR_2022_paper.pdf
Registering Explicit to Implicit: Towards High-Fidelity Garment Mesh Reconstruction From Single Images,3D From Single Images,"['Heming Zhu', 'Lingteng Qiu']",['SSE'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhu_Registering_Explicit_to_Implicit_Towards_High-Fidelity_Garment_Mesh_Reconstruction_From_CVPR_2022_paper.pdf
RM-Depth: Unsupervised Learning of Recurrent Monocular Depth in Dynamic Scenes,3D From Single Images,"['Tak-Wai Hui', 'Can G\\u00fcmeli']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Hui_RM-Depth_Unsupervised_Learning_of_Recurrent_Monocular_Depth_in_Dynamic_Scenes_CVPR_2022_paper.pdf
ROCA: Robust CAD Model Retrieval and Alignment From a Single Image,3D From Single Images,"['Can G\\u00fcmeli', 'Angela Dai']",['TUM'],https://openaccess.thecvf.com/content/CVPR2022/papers/Gumeli_ROCA_Robust_CAD_Model_Retrieval_and_Alignment_From_a_Single_CVPR_2022_paper.pdf
Single-Stage 3D Geometry-Preserving Depth Estimation Model Training on Dataset Mixtures With Uncalibrated Stereo Data,3D From Single Images,"['Nikolay Patakin', 'Anna Vorontsova']",['Samsung'],https://openaccess.thecvf.com/content/CVPR2022/papers/Patakin_Single-Stage_3D_Geometry-Preserving_Depth_Estimation_Model_Training_on_Dataset_Mixtures_CVPR_2022_paper.pdf
Stability-Driven Contact Reconstruction From Monocular Color Images,3D From Single Images,"['Zimeng Zhao', 'Binghui Zuo']",['SEU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhao_Stability-Driven_Contact_Reconstruction_From_Monocular_Color_Images_CVPR_2022_paper.pdf
The Implicit Values of a Good Hand Shake: Handheld Multi-Frame Neural Depth Refinement,3D From Single Images,"['Ilya Chugunov', 'Yuxuan Zhang']",['Princeton'],https://openaccess.thecvf.com/content/CVPR2022/papers/Chugunov_The_Implicit_Values_of_a_Good_Hand_Shake_Handheld_Multi-Frame_CVPR_2022_paper.pdf
Time3D: End-to-End Joint Monocular 3D Object Detection and Tracking for Autonomous Driving,3D From Single Images,"['Peixuan Li', 'Jieyu Jin']",['SAIC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Li_Time3D_End-to-End_Joint_Monocular_3D_Object_Detection_and_Tracking_for_CVPR_2022_paper.pdf
Topologically-Aware Deformation Fields for Single-View 3D Reconstruction,3D From Single Images,"['Shivam Duggal', 'Deepak Pathak']",['CMU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Duggal_Topologically-Aware_Deformation_Fields_for_Single-View_3D_Reconstruction_CVPR_2022_paper.pdf
Toward Practical Monocular Indoor Depth Estimation,3D From Single Images,"['Cho-Ying Wu', 'Jialiang Wang']",['USC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wu_Toward_Practical_Monocular_Indoor_Depth_Estimation_CVPR_2022_paper.pdf
"Tracking People by Predicting 3D Appearance, Location and Pose",3D From Single Images,"['Jathushan Rajasegaran', 'Georgios Pavlakos']",['UC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Rajasegaran_Tracking_People_by_Predicting_3D_Appearance_Location_and_Pose_CVPR_2022_paper.pdf
Understanding 3D Object Articulation in Internet Videos,3D From Single Images,"['Shengyi Qian', 'Linyi Jin']",['UM'],https://openaccess.thecvf.com/content/CVPR2022/papers/Qian_Understanding_3D_Object_Articulation_in_Internet_Videos_CVPR_2022_paper.pdf
What's in Your Hands? 3D Reconstruction of Generic Objects in Hands,3D From Single Images,"['Yufei Ye', 'Abhinav Gupta']",['CMU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ye_Whats_in_Your_Hands_3D_Reconstruction_of_Generic_Objects_in_CVPR_2022_paper.pdf
AdaFocus V2: End-to-End Training of Spatial Dynamic Networks for Video Recognition,Action and Event Recognition,"['Yulin Wang', 'Yang Yue']",['Tencent'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_AdaFocus_V2_End-to-End_Training_of_Spatial_Dynamic_Networks_for_Video_CVPR_2022_paper.pdf
Alignment-Uniformity Aware Representation Learning for Zero-Shot Video Classification,Action and Event Recognition,"['Shi Pu', 'Kaili Zhao']",['Tencent'],https://openaccess.thecvf.com/content/CVPR2022/papers/Pu_Alignment-Uniformity_Aware_Representation_Learning_for_Zero-Shot_Video_Classification_CVPR_2022_paper.pdf
An Empirical Study of End-to-End Temporal Action Detection,Action and Event Recognition,"['Xiaolong Liu', 'Song Bai']",['HUST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Liu_An_Empirical_Study_of_End-to-End_Temporal_Action_Detection_CVPR_2022_paper.pdf
Bridge-Prompt: Towards Ordinal Action Understanding in Instructional Videos,Action and Event Recognition,"['Muheng Li', 'Lei Chen']",['THU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Li_Bridge-Prompt_Towards_Ordinal_Action_Understanding_in_Instructional_Videos_CVPR_2022_paper.pdf
Cross-Modal Background Suppression for Audio-Visual Event Localization,Action and Event Recognition,"['Yan Xia', 'Zhou Zhao']",['ZJU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Xia_Cross-Modal_Background_Suppression_for_Audio-Visual_Event_Localization_CVPR_2022_paper.pdf
Cross-Modal Representation Learning for Zero-Shot Action Recognition,Action and Event Recognition,"['Chung-Ching Lin', 'Kevin Lin']",['Microsoft'],https://openaccess.thecvf.com/content/CVPR2022/papers/Lin_Cross-Modal_Representation_Learning_for_Zero-Shot_Action_Recognition_CVPR_2022_paper.pdf
Decoupling and Recoupling Spatiotemporal Representation for RGB-D-Based Motion Recognition,Action and Event Recognition,"['Benjia Zhou', 'Pichao Wang']",['MUST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhou_Decoupling_and_Recoupling_Spatiotemporal_Representation_for_RGB-D-Based_Motion_Recognition_CVPR_2022_paper.pdf
Detector-Free Weakly Supervised Group Activity Recognition,Action and Event Recognition,"['Dongkeun Kim', 'Jinsung Lee']",['POSTECH'],https://openaccess.thecvf.com/content/CVPR2022/papers/Kim_Detector-Free_Weakly_Supervised_Group_Activity_Recognition_CVPR_2022_paper.pdf
DirecFormer: A Directed Attention in Transformer Approach to Robust Action Recognition,Action and Event Recognition,"['Thanh-Dat Truong', 'Quoc-Huy Bui']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Truong_DirecFormer_A_Directed_Attention_in_Transformer_Approach_to_Robust_Action_CVPR_2022_paper.pdf
E2(GO)MOTION: Motion Augmented Event Stream for Egocentric Action Recognition,Action and Event Recognition,"['Chiara Plizzari', 'Mirco Planamente']",['Polito'],https://openaccess.thecvf.com/content/CVPR2022/papers/Plizzari_E2GOMOTION_Motion_Augmented_Event_Stream_for_Egocentric_Action_Recognition_CVPR_2022_paper.pdf
Efficient Two-Stage Detection of Human-Object Interactions With a Novel Unary-Pairwise Transformer,Action and Event Recognition,"['Frederic Z. Zhang', 'Dylan Campbell']",['ANU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhang_Efficient_Two-Stage_Detection_of_Human-Object_Interactions_With_a_Novel_Unary-Pairwise_CVPR_2022_paper.pdf
Everything at Once - Multi-Modal Fusion Transformer for Video Retrieval,Action and Event Recognition,"['Nina Shvetsova', 'Brian Chen']",['GU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Shvetsova_Everything_at_Once_-_Multi-Modal_Fusion_Transformer_for_Video_Retrieval_CVPR_2022_paper.pdf
Exploring Denoised Cross-Video Contrast for Weakly-Supervised Temporal Action Localization,Action and Event Recognition,"['Jingjing Li', 'Tianyu Yang']",['UAlberta'],https://openaccess.thecvf.com/content/CVPR2022/papers/Li_Exploring_Denoised_Cross-Video_Contrast_for_Weakly-Supervised_Temporal_Action_Localization_CVPR_2022_paper.pdf
Fine-Grained Temporal Contrastive Learning for Weakly-Supervised Temporal Action Localization,Action and Event Recognition,"['Junyu Gao', 'Mengyuan Chen']",['CASIA'],https://openaccess.thecvf.com/content/CVPR2022/papers/Gao_Fine-Grained_Temporal_Contrastive_Learning_for_Weakly-Supervised_Temporal_Action_Localization_CVPR_2022_paper.pdf
GateHUB: Gated History Unit With Background Suppression for Online Action Detection,Action and Event Recognition,"['Junwen Chen', 'Gaurav Mittal']",['Microsoft'],https://openaccess.thecvf.com/content/CVPR2022/papers/Chen_GateHUB_Gated_History_Unit_With_Background_Suppression_for_Online_Action_CVPR_2022_paper.pdf
GEN-VLKT: Simplify Association and Enhance Interaction Understanding for HOI Detection,Action and Event Recognition,"['Yue Liao', 'Aixi Zhang']",['BUAA'],https://openaccess.thecvf.com/content/CVPR2022/papers/Liao_GEN-VLKT_Simplify_Association_and_Enhance_Interaction_Understanding_for_HOI_Detection_CVPR_2022_paper.pdf
Hybrid Relation Guided Set Matching for Few-Shot Action Recognition,Action and Event Recognition,"['Xiang Wang', 'Shiwei Zhang']",['HUST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_Hybrid_Relation_Guided_Set_Matching_for_Few-Shot_Action_Recognition_CVPR_2022_paper.pdf
InfoGCN: Representation Learning for Human Skeleton-Based Action Recognition,Action and Event Recognition,"['Hyung-gun Chi', 'Myoung Hoon Ha']",['Purdue'],https://openaccess.thecvf.com/content/CVPR2022/papers/Chi_InfoGCN_Representation_Learning_for_Human_Skeleton-Based_Action_Recognition_CVPR_2022_paper.pdf
Interactiveness Field in Human-Object Interactions,Action and Event Recognition,"['Xinpeng Liu', 'Yong-Lu Li']",['SJTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Liu_Interactiveness_Field_in_Human-Object_Interactions_CVPR_2022_paper.pdf
Learnable Irrelevant Modality Dropout for Multimodal Action Recognition on Modality-Specific Annotated Videos,Action and Event Recognition,"['Saghir Alfasly', 'Jian Lu']",['SZU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Alfasly_Learnable_Irrelevant_Modality_Dropout_for_Multimodal_Action_Recognition_on_Modality-Specific_CVPR_2022_paper.pdf
Learning Video Representations of Human Motion From Synthetic Data,Action and Event Recognition,"['Xi Guo', 'Wei Wu']",['BUAA'],https://openaccess.thecvf.com/content/CVPR2022/papers/Guo_Learning_Video_Representations_of_Human_Motion_From_Synthetic_Data_CVPR_2022_paper.pdf
MS-TCT: Multi-Scale Temporal ConvTransformer for Action Detection,Action and Event Recognition,"['Rui Dai', 'Srijan Das']",['Inria'],https://openaccess.thecvf.com/content/CVPR2022/papers/Dai_MS-TCT_Multi-Scale_Temporal_ConvTransformer_for_Action_Detection_CVPR_2022_paper.pdf
Multi-Grained Spatio-Temporal Features Perceived Network for Event-Based Lip-Reading,Action and Event Recognition,"['Ganchao Tan', 'Yang Wang']",['USTC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Tan_Multi-Grained_Spatio-Temporal_Features_Perceived_Network_for_Event-Based_Lip-Reading_CVPR_2022_paper.pdf
Object-Relation Reasoning Graph for Action Recognition,Action and Event Recognition,"['Yangjun Ou', 'Li Mi']",['WHU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ou_Object-Relation_Reasoning_Graph_for_Action_Recognition_CVPR_2022_paper.pdf
Set-Supervised Action Learning in Procedural Task Videos via Pairwise Order Consistency,Action and Event Recognition,"['Zijia Lu', 'Ehsan Elhamifar']",['NEU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Lu_Set-Supervised_Action_Learning_in_Procedural_Task_Videos_via_Pairwise_Order_CVPR_2022_paper.pdf
SPAct: Self-Supervised Privacy Preservation for Action Recognition,Action and Event Recognition,"['Ishan Rajendrakumar Dave', 'Chen Chen']",['UCF'],https://openaccess.thecvf.com/content/CVPR2022/papers/Dave_SPAct_Self-Supervised_Privacy_Preservation_for_Action_Recognition_CVPR_2022_paper.pdf
Spatio-Temporal Relation Modeling for Few-Shot Action Recognition,Action and Event Recognition,"['Anirudh Thatipelli', 'Sanath Narayan']",['MBZUAI'],https://openaccess.thecvf.com/content/CVPR2022/papers/Thatipelli_Spatio-Temporal_Relation_Modeling_for_Few-Shot_Action_Recognition_CVPR_2022_paper.pdf
SVIP: Sequence VerIfication for Procedures in Videos,Action and Event Recognition,"['Yicheng Qian', 'Weixin Luo']",['ShanghaiTech'],https://openaccess.thecvf.com/content/CVPR2022/papers/Qian_SVIP_Sequence_VerIfication_for_Procedures_in_Videos_CVPR_2022_paper.pdf
UBnormal: New Benchmark for Supervised Open-Set Video Anomaly Detection,Action and Event Recognition,"['Andra Acsintoae', 'Andrei Florescu']",['Unibuc'],https://openaccess.thecvf.com/content/CVPR2022/papers/Acsintoae_UBnormal_New_Benchmark_for_Supervised_Open-Set_Video_Anomaly_Detection_CVPR_2022_paper.pdf
UBoCo: Unsupervised Boundary Contrastive Learning for Generic Event Boundary Detection,Action and Event Recognition,"['Hyolim Kang', 'Jinwoo Kim']",['Yonsei'],https://openaccess.thecvf.com/content/CVPR2022/papers/Kang_UBoCo_Unsupervised_Boundary_Contrastive_Learning_for_Generic_Event_Boundary_Detection_CVPR_2022_paper.pdf
Uncertainty-Guided Probabilistic Transformer for Complex Action Recognition,Action and Event Recognition,"['Hongji Guo', 'Hanjing Wang']",['RPI'],https://openaccess.thecvf.com/content/CVPR2022/papers/Guo_Uncertainty-Guided_Probabilistic_Transformer_for_Complex_Action_Recognition_CVPR_2022_paper.pdf
Unsupervised Action Segmentation by Joint Representation Learning and Online Clustering,Action and Event Recognition,"['Sateesh Kumar', 'Sanjay Haresh']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Kumar_Unsupervised_Action_Segmentation_by_Joint_Representation_Learning_and_Online_Clustering_CVPR_2022_paper.pdf
360-Attack: Distortion-Aware Perturbations From Perspective-Views,Adversarial Attack & Defense,"['Yunjian Zhang', 'Yanwei Liu']",['CAS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhang_360-Attack_Distortion-Aware_Perturbations_From_Perspective-Views_CVPR_2022_paper.pdf
3DeformRS: Certifying Spatial Deformations on Point Clouds,Adversarial Attack & Defense,"['Gabriel P\\u00e9rez S.', 'Juan C. P\\u00e9rez']",['UNAL'],https://openaccess.thecvf.com/content/CVPR2022/papers/S._3DeformRS_Certifying_Spatial_Deformations_on_Point_Clouds_CVPR_2022_paper.pdf
Adversarial Eigen Attack on Black-Box Models,Adversarial Attack & Defense,"['Linjun Zhou', 'Peng Cui']",['THU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhou_Adversarial_Eigen_Attack_on_Black-Box_Models_CVPR_2022_paper.pdf
"Appearance and Structure Aware Robust Deep Visual Graph Matching: Attack, Defense and Beyond",Adversarial Attack & Defense,"['Qibing Ren', 'Qingquan Bao']",['SJTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ren_Appearance_and_Structure_Aware_Robust_Deep_Visual_Graph_Matching_Attack_CVPR_2022_paper.pdf
Aug-NeRF: Training Stronger Neural Radiance Fields With Triple-Level Physically-Grounded Augmentations,Adversarial Attack & Defense,"['Tianlong Chen', 'Peihao Wang']",['UT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Chen_Aug-NeRF_Training_Stronger_Neural_Radiance_Fields_With_Triple-Level_Physically-Grounded_Augmentations_CVPR_2022_paper.pdf
Boosting Black-Box Attack With Partially Transferred Conditional Adversarial Distribution,Adversarial Attack & Defense,"['Yan Feng', 'Baoyuan Wu']",['THU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Feng_Boosting_Black-Box_Attack_With_Partially_Transferred_Conditional_Adversarial_Distribution_CVPR_2022_paper.pdf
Bounded Adversarial Attack on Deep Content Features,Adversarial Attack & Defense,"['Qiuling Xu', 'Guanhong Tao']",['Purdue'],https://openaccess.thecvf.com/content/CVPR2022/papers/Xu_Bounded_Adversarial_Attack_on_Deep_Content_Features_CVPR_2022_paper.pdf
BppAttack: Stealthy and Efficient Trojan Attacks Against Deep Neural Networks via Image Quantization and Contrastive Adversarial Learning,Adversarial Attack & Defense,"['Zhenting Wang', 'Juan Zhai']",['Rutgers'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_BppAttack_Stealthy_and_Efficient_Trojan_Attacks_Against_Deep_Neural_Networks_CVPR_2022_paper.pdf
Certified Patch Robustness via Smoothed Vision Transformers,Adversarial Attack & Defense,"['Hadi Salman', 'Saachi Jain']",['MIT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Salman_Certified_Patch_Robustness_via_Smoothed_Vision_Transformers_CVPR_2022_paper.pdf
Complex Backdoor Detection by Symmetric Feature Differencing,Adversarial Attack & Defense,"['Yingqi Liu', 'Guangyu Shen']",['Purdue'],https://openaccess.thecvf.com/content/CVPR2022/papers/Liu_Complex_Backdoor_Detection_by_Symmetric_Feature_Differencing_CVPR_2022_paper.pdf
Cross-Modal Transferable Adversarial Attacks From Images to Videos,Adversarial Attack & Defense,"['Zhipeng Wei', 'Jingjing Chen']",['Fudan'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wei_Cross-Modal_Transferable_Adversarial_Attacks_From_Images_to_Videos_CVPR_2022_paper.pdf
DEFEAT: Deep Hidden Feature Backdoor Attacks by Imperceptible Perturbation and Latent Representation Constraints,Adversarial Attack & Defense,"['Zhendong Zhao', 'Xiaojun Chen']",['UCAS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhao_DEFEAT_Deep_Hidden_Feature_Backdoor_Attacks_by_Imperceptible_Perturbation_and_CVPR_2022_paper.pdf
DTA: Physical Camouflage Attacks Using Differentiable Transformation Network,Adversarial Attack & Defense,"['Naufal Suryanto', 'Yongsu Kim']",['PNU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Suryanto_DTA_Physical_Camouflage_Attacks_Using_Differentiable_Transformation_Network_CVPR_2022_paper.pdf
Dual-Key Multimodal Backdoors for Visual Question Answering,Adversarial Attack & Defense,"['Matthew Walmer', 'Karan Sikka']",['UMD'],https://openaccess.thecvf.com/content/CVPR2022/papers/Walmer_Dual-Key_Multimodal_Backdoors_for_Visual_Question_Answering_CVPR_2022_paper.pdf
Enhancing Adversarial Robustness for Deep Metric Learning,Adversarial Attack & Defense,"['Mo Zhou', 'Vishal M. Patel']",['JHU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhou_Enhancing_Adversarial_Robustness_for_Deep_Metric_Learning_CVPR_2022_paper.pdf
Enhancing Adversarial Training With Second-Order Statistics of Weights,Adversarial Attack & Defense,"['Gaojie Jin', 'Xinping Yi']",['Liv'],https://openaccess.thecvf.com/content/CVPR2022/papers/Jin_Enhancing_Adversarial_Training_With_Second-Order_Statistics_of_Weights_CVPR_2022_paper.pdf
